scraped_at,link,title,price,useful_area,m2_value,neighborhood,city,rooms,condo_value,iptu,total_area,suites,parking,floor,transaction_type
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-714-715-bloco-e-782244,SCRN 714/715 Bloco E,1290.0,38.69,33.0,ASA NORTE,BRASÍLIA,1,200.0,761.0,38.69,0,0,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-110-bloco-g-527253,SQNW 110 Bloco G,8900.0,132.0,67.0,NOROESTE,BRASÍLIA,4,1500.0,2944.0,214.0,2,2,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-k-748379,SQS 212 Bloco K,9500.0,159.0,59.0,ASA SUL,BRASÍLIA,4,1652.0,2674.0,159.0,2,2,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-1-590559,SHN Quadra 1,6900.0,38.37,179.0,ASA NORTE,BRASÍLIA,1,0.0,0.0,0.0,0,1,13,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-smas-trecho-693224,SMAS Trecho,6900.0,100.0,69.0,PARK SUL,BRASÍLIA,3,1037.0,1492.0,0.0,1,2,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-norte-aguas-claras-df-avenida-parque-aguas-claras-127987,Avenida Parque Águas Claras  - Residencial Portal do Parque,1700.0,54.0,31.0,NORTE,ÁGUAS CLARAS,2,470.0,800.0,0.0,0,1,2,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-ceilandia-norte-ceilandia-df-qnn-27-modulo-c-775539,QNN 27 Módulo C,3100.0,88.0,35.0,CEILANDIA NORTE,CEILÂNDIA,3,650.0,0.0,0.0,1,2,1,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sul-aguas-claras-df-avenida-pau-brasil-574360,Avenida Pau Brasil,5999.0,118.0,50.0,SUL,ÁGUAS CLARAS,3,974.0,1364.0,118.0,0,2,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-quadra-205-789623,Quadra 205  - Residencial Paço Linea,1400.0,31.0,45.0,SUL,ÁGUAS CLARAS,1,414.0,0.0,31.0,1,1,4,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-k-154733,SQN 216 Bloco K,4200.0,92.0,45.0,ASA NORTE,BRASÍLIA,3,800.0,337.0,92.0,1,1,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-guara-ii-guara-df-qe-19-bloco-b-714999,QE 19 Bloco B,1200.0,48.0,25.0,GUARA II,GUARÁ,2,0.0,52.0,0.0,0,0,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-sul-taguatinga-df-csg-3-799338,CSG 3  - Tagua Life,2250.0,51.0,44.0,TAGUATINGA SUL,TAGUATINGA,1,500.0,1200.0,63.0,0,1,4,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-taguatinga-norte-taguatinga-df-sagoca-810292,SAGOCA,1430.0,50.0,28.0,TAGUATINGA NORTE,TAGUATINGA,2,0.0,0.0,0.0,0,1,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-12-539783,QC 12,2100.0,48.0,43.0,JARDINS MANGUEIRAL,BRASÍLIA,2,330.0,801.0,0.0,0,1,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-37-756591,Rua 37,2100.0,59.0,35.0,SUL,ÁGUAS CLARAS,1,557.0,762.0,60.0,1,1,5,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-800321,SGCV Lote 13  - Vista Park Sul Hplus Long Stay,3000.0,27.0,111.0,PARK SUL,BRASÍLIA,1,600.0,0.0,27.0,1,1,8,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-303-bloco-f-703245,SQS 303 Bloco F,5200.0,170.0,30.0,ASA SUL,BRASÍLIA,4,1520.0,0.0,170.0,1,1,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-796068,SEPS 713/913,1250.0,27.0,46.0,ASA SUL,BRASÍLIA,1,365.0,250.0,27.0,0,2,3,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-rua-das-pitangueiras-785218,Rua DAS PITANGUEIRAS  - Recanto das Águas,2250.0,70.0,32.0,SUL,ÁGUAS CLARAS,2,510.0,0.0,0.0,0,1,11,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-taguatinga-norte-taguatinga-df-cnb-9-778951,CNB 9,7900.0,350.0,22.0,TAGUATINGA NORTE,TAGUATINGA,5,2500.0,0.0,350.0,4,4,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-norte-aguas-claras-df-avenida-pau-brasil-769908,Avenida Pau Brasil  - Gavino Residências,5500.0,129.0,42.0,NORTE,ÁGUAS CLARAS,4,0.0,0.0,0.0,3,2,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-303-bloco-e-797584,SQSW 303 Bloco E,4000.0,98.0,40.0,SUDOESTE,BRASÍLIA,3,803.0,0.0,0.0,1,1,6,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-807418,SGCV Lote 13  - Vista Park Sul Hplus Long Stay,3200.0,50.0,64.0,PARK SUL,BRASÍLIA,1,844.0,1100.0,0.0,1,1,9,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-208-bloco-j-790407,SQN 208 Bloco J,7000.0,127.0,55.0,ASA NORTE,BRASÍLIA,4,700.0,0.0,0.0,1,2,1,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-o-810831,SQS 404 Bloco O,6000.0,103.0,58.0,ASA SUL,BRASÍLIA,2,1412.0,2198.0,0.0,0,3,3,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-areal-aguas-claras-df-qs-5-rua-311-789761,QS 5 Rua 311,1000.0,58.88,16.0,AREAL,ÁGUAS CLARAS,2,170.0,58.0,58.88,0,0,2,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-7-bloco-a-1-331034,QRSW 7 Bloco A 1,2500.0,60.0,41.0,SUDOESTE,BRASÍLIA,2,460.0,118.0,0.0,0,0,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-areal-aguas-claras-df-qs-5-13523,QS 5,1600.0,76.0,21.0,AREAL,ÁGUAS CLARAS,3,480.0,67.0,0.0,1,1,0,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-6-rua-e-799398,QC 6 Rua E,1600.0,50.0,32.0,JARDINS MANGUEIRAL,BRASÍLIA,2,1.0,1.0,50.0,0,1,1,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-5-785267,Rua 5  - Edíficio Modern Life,1950.0,0.4,4.875,NORTE,ÁGUAS CLARAS,1,324.0,122.0,0.0,0,1,7,rental
2023-07-28 16:47:58,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-rua-21-680516,Rua 21,3000.0,80.0,37.0,SUL,ÁGUAS CLARAS,2,561.0,1203.0,0.0,1,1,0,rental
2023-07-28 16:47:59,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-rua-4-794642,Rua 4  - Residencial Oscar Freire,3500.0,100.0,35.0,SUL,ÁGUAS CLARAS,2,797.0,1300.0,100.0,1,2,0,rental
2023-07-28 16:47:59,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-429066,CCSW 1,4400.0,26.0,169.0,SUDOESTE,BRASÍLIA,1,410.0,0.0,0.0,1,1,0,rental
2023-07-28 16:47:59,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-314-776429,SQN 314,2900.0,68.0,42.0,ASA NORTE,BRASÍLIA,2,770.0,1564.0,0.0,0,0,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-quadra-104-798694,Quadra 104  - Residencial Flora Brasilis,3200.0,87.0,36.0,NORTE,ÁGUAS CLARAS,3,1372.0,0.0,0.0,1,1,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-guara-ii-guara-df-qi-27-bloco-a-ao-c-lote-07-09-800848,QI 27 Bloco A AO C Lote 07/09,2350.0,74.0,31.0,GUARA II,GUARÁ,3,545.0,1004.0,0.0,1,1,2,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-quadra-104-793869,Quadra 104,2000.0,45.0,44.0,NORTE,ÁGUAS CLARAS,1,587.0,146.0,45.0,1,1,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-751654,SGCV,4500.0,90.0,50.0,PARK SUL,BRASÍLIA,1,1345.0,291.0,90.0,1,2,12,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sul-aguas-claras-df-rua-18-696367,Rua 18,4300.0,189.0,22.0,SUL,ÁGUAS CLARAS,4,1892.0,391.0,0.0,2,2,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-setor-habitacional-contagem-sobradinho-df-rodovia-df-0425-km-15-806226,"RODOVIA DF 0425 KM 1,5",1200.0,60.0,20.0,SETOR HABITACIONAL CONTAGEM,SOBRADINHO,2,70.0,200.0,0.0,0,0,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-vicente-pires-vicente-pires-df-rua-10a-chacara-123-755525,Rua 10A Chacará 123,850.0,60.0,14.0,VICENTE PIRES,VICENTE PIRES,2,150.0,30.0,72.0,0,1,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-taguatinga-centro-taguatinga-df-quadra-c-3-786899,Quadra C 3,3000.0,118.0,25.0,TAGUATINGA CENTRO,TAGUATINGA,3,437.0,0.0,0.0,1,1,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-avenida-sucupira-685248,Avenida Sucupira,750.0,40.0,18.0,RIACHO FUNDO,RIACHO FUNDO,1,100.0,100.0,0.0,1,0,3,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-grande-colorado-sobradinho-df-rodovia-df-150-266189,Rodovia DF 150  - RES CAFÉ PLANALTO,1800.0,90.0,20.0,GRANDE COLORADO,SOBRADINHO,3,80.0,0.0,0.0,1,1,2,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-415-131012,SQS 415,2250.0,44.0,51.0,ASA SUL,BRASÍLIA,2,460.0,56.0,0.0,0,0,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-307-bloco-a-796356,SQNW 307 Bloco A,5900.0,92.0,64.0,NOROESTE,BRASÍLIA,3,910.0,214.0,0.0,1,2,1,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-726012,SGCV,6700.0,70.0,95.0,PARK SUL,BRASÍLIA,2,1200.0,0.0,0.0,2,1,8,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-104-bloco-b-705807,SQNW 104 Bloco B,6500.0,110.0,59.0,NOROESTE,BRASÍLIA,3,0.0,0.0,0.0,1,2,0,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-trecho-1-800416,SHTN Trecho 1,4900.0,60.0,81.0,ASA NORTE,BRASÍLIA,2,1770.0,380.0,60.0,1,2,4,rental
2023-07-28 16:48:00,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sul-aguas-claras-df-rua-12-800726,Rua 12,2500.0,90.0,27.0,SUL,ÁGUAS CLARAS,3,750.0,0.0,0.0,1,1,5,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-293062,SQNW 109,6200.0,110.0,56.0,NOROESTE,BRASÍLIA,3,1440.0,0.0,110.0,1,3,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-sqsw-100-bloco-d-569321,SQSW 100 Bloco D,1900.0,25.0,76.0,SUDOESTE,BRASÍLIA,1,0.0,0.0,0.0,1,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-107-bloco-c-756276,SQS 107 Bloco C,8800.0,161.0,54.0,ASA SUL,BRASÍLIA,3,1400.0,2095.0,0.0,1,1,3,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-guara-ii-guara-df-qe-38-conjunto-a-809314,QE 38 Conjunto A,2400.0,100.0,24.0,GUARA II,GUARÁ,3,0.0,0.0,100.0,1,0,2,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-e-678577,SQSW 104 Bloco E,7500.0,164.08,45.0,SUDOESTE,BRASÍLIA,4,1650.0,0.0,0.0,2,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-644864,SHTN Trecho 2,2400.0,51.0,47.0,ASA NORTE,BRASÍLIA,1,936.0,0.0,51.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-754412,SCEN Trecho 1  - Ilhas do Lago,7000.0,72.0,97.0,ASA NORTE,BRASÍLIA,2,1535.0,0.0,72.0,1,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-288573,CCSW 1 Lote 4 Bloco A,4200.0,26.0,161.0,SUDOESTE,BRASÍLIA,1,410.0,56.0,0.0,1,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-104-805282,SQNW 104,9200.0,186.0,49.0,NOROESTE,BRASÍLIA,3,1600.0,0.0,0.0,3,4,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-413-bloco-a-268076,SQS 413 Bloco A,1895.0,54.0,35.0,ASA SUL,BRASÍLIA,2,450.0,0.0,0.0,0,0,2,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-769496,QE 40,800.0,30.0,26.0,GUARA II,GUARÁ,1,73.0,0.0,30.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-s-748812,SHCGN 703 Bloco S,4400.0,86.0,51.0,ASA NORTE,BRASÍLIA,1,1110.0,1980.0,0.0,1,1,3,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qmsw-4-78702,QMSW 4,1900.0,37.0,51.0,SUDOESTE,BRASÍLIA,2,580.0,158.0,37.0,0,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-taguatinga-centro-taguatinga-df-c-02-lote-03-edificio-ville-blanche-279833,C 02 Lote 03 Edifício Ville Blanche,1200.0,59.0,20.0,TAGUATINGA CENTRO,TAGUATINGA,2,492.0,123.0,0.0,0,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-rua-24-786427,Rua 24,2500.0,57.0,43.0,SUL,ÁGUAS CLARAS,2,530.0,0.0,0.0,1,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-5-755002,Rua 5  - Edíficio Modern Life,1950.0,40.0,48.0,NORTE,ÁGUAS CLARAS,1,341.0,0.0,0.0,0,1,13,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-16-787665,Alameda Gravatá Quadra 301 Conjunto 16,4300.0,230.0,18.0,NORTE,ÁGUAS CLARAS,5,0.0,0.0,257.0,3,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-809320,SCES Trecho 4,4500.0,50.92,88.0,ASA SUL,BRASÍLIA,1,0.0,0.0,0.0,1,1,2,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-sgcv-781586,SGCV,5500.0,78.0,70.0,PARK SUL,BRASÍLIA,3,820.0,174.0,0.0,3,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-alphaville-brasilia-alphaville-df-alameda-mamore-2-quadra-c02-lt-05-790409,"Alameda Mamore, 2 Quadra C02 LT 05",2400.0,88.55,27.0,ALPHAVILLE BRASILIA,ALPHAVILLE,3,736.0,289.0,88.55,1,2,13,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-rua-36-803871,Rua 36  - Residencial Ouro Branco V,3500.0,71.0,49.0,SUL,ÁGUAS CLARAS,2,600.0,800.0,0.0,2,1,6,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-408-bloco-e-743112,CLN 408 Bloco E,900.0,25.0,36.0,ASA NORTE,BRASÍLIA,1,263.0,107.0,27.71,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-302-bloco-d-802897,SQNW 302 Bloco D,5200.0,69.0,75.0,NOROESTE,BRASÍLIA,2,667.0,4394.0,0.0,2,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-104-bloco-a-799120,SQNW 104 Bloco A,6800.0,107.0,63.0,NOROESTE,BRASÍLIA,3,1160.0,3499.0,107.0,2,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-309-bloco-j-801362,SQS 309 Bloco J,7200.0,240.0,30.0,ASA SUL,BRASÍLIA,4,0.0,0.0,240.0,1,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-19-445796,Rua 19,1895.0,55.0,34.0,SUL,ÁGUAS CLARAS,1,650.0,0.0,0.0,1,1,15,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-das-carnaubas-720497,Rua DAS CARNAUBAS  - Edifício Luna Park,1250.0,30.63,40.0,NORTE,ÁGUAS CLARAS,1,430.0,0.0,67.62,1,1,10,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-norte-aguas-claras-df-quadra-102-75893,Quadra 102,2500.0,84.0,29.0,NORTE,ÁGUAS CLARAS,2,562.0,96.0,0.0,1,1,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sobradinho-sobradinho-df-condominio-serra-azul-505850,Condomínio Serra Azul,600.0,30.0,20.0,SOBRADINHO,SOBRADINHO,1,0.0,0.0,0.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-103-698443,SQNW 103,6300.0,122.0,51.0,NOROESTE,BRASÍLIA,3,1234.0,369.0,0.0,2,2,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-riacho-fundo-ii-riacho-fundo-df-qn-12d-conjunto-1-801543,QN 12D Conjunto 1,1150.0,58.0,19.0,RIACHO FUNDO II,RIACHO FUNDO,2,20.0,100.0,58.0,0,0,1,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-h-517919,SQNW 109 Bloco H,5700.0,109.0,52.0,NOROESTE,BRASÍLIA,3,1330.0,285.0,0.0,1,3,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-quadras-economicas-lucio-costa-guara-df-eptg-qe-2-bloco-b-3-191575,EPTG QE 2 Bloco B 3  - LUCIO COSTA,3250.0,65.0,50.0,QUADRAS ECONOMICAS LUCIO COSTA,GUARÁ,2,490.0,0.0,0.0,1,2,2,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-302-bloco-c-718294,SQS 302 Bloco C,9900.0,262.0,37.0,ASA SUL,BRASÍLIA,4,2200.0,0.0,262.0,2,2,4,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-r-733361,SHCGN 703 Bloco R,2900.0,43.81,66.0,ASA NORTE,BRASÍLIA,1,657.0,506.0,55.0,1,1,1,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-g-783547,SQN 402 Bloco G,3000.0,65.0,46.0,ASA NORTE,BRASÍLIA,2,897.0,125.0,0.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-414-bloco-h-810244,SQS 414 Bloco H,5500.0,50.0,110.0,ASA SUL,BRASÍLIA,1,750.0,1735.0,0.0,1,1,3,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-grande-colorado-sobradinho-df-rodovia-df-150-318725,Rodovia DF 150,1200.0,90.0,13.0,GRANDE COLORADO,SOBRADINHO,2,90.0,0.0,0.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-104-bloco-c-91141,CLSW 104 Bloco C,1100.0,31.0,35.0,SUDOESTE,BRASÍLIA,1,409.0,337.0,31.0,0,0,0,rental
2023-07-28 16:48:01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-33-660310,Rua 33,1700.0,35.0,48.0,SUL,ÁGUAS CLARAS,1,370.0,0.0,35.0,0,1,0,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-214-783950,SQS 214,9900.0,132.0,75.0,ASA SUL,BRASÍLIA,3,790.0,2040.0,151.0,1,0,4,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-749656,CCSW 4,2000.0,26.0,76.0,SUDOESTE,BRASÍLIA,1,400.0,120.0,40.0,0,1,2,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sul-aguas-claras-df-quadra-208-771721,Quadra 208  - Edifício Diamond Residence,3100.0,107.0,28.0,SUL,ÁGUAS CLARAS,3,1000.0,0.0,0.0,1,1,1,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-100-bloco-d-743137,SQSW 100 Bloco D,3800.0,90.0,42.0,SUDOESTE,BRASÍLIA,3,942.0,427.0,140.0,1,1,0,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-783057,SCES Trecho 4  - Brisas do Lago,2500.0,40.0,62.0,ASA SUL,BRASÍLIA,1,900.0,150.0,0.0,1,1,1,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-guara-ii-guara-df-rua-1-755435,Rua 1,1150.0,60.0,19.0,GUARA II,GUARÁ,2,0.0,0.0,60.0,0,0,0,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-110-bloco-d-793659,CLN 110 Bloco D,1050.0,30.0,35.0,ASA NORTE,BRASÍLIA,1,248.0,324.0,41.0,0,0,0,rental
2023-07-28 16:48:02,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-205-bloco-k-809429,SQN 205 Bloco K,5800.0,195.0,29.0,ASA NORTE,BRASÍLIA,3,700.0,257.0,240.0,1,2,6,rental
