scraped_at,link,title,useful_area,m2_value,neighborhood,city,rooms,suites,parking,total_area,floor,condo_value,iptu,price,transaction_type
2023-07-28 16:49:07,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-residencial-santos-dumont-santa-maria-df-qbr-4-bloco-k-800900,QBR 4 Bloco K,102.0,4313.0,RESIDENCIAL SANTOS DUMONT,SANTA MARIA,3,1,2,102.0,0,0.0,0.0,440000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-105-452863,Quadra 105  - Nature Elmo,118.63,10667.0,NORTE,ÁGUAS CLARAS,3,3,2,0.0,1,0.0,0.0,1265528.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-guara-ii-guara-df-area-especial-4-807253,Área Especial 4,63.0,10634.0,GUARA II,GUARÁ,2,1,1,0.0,0,600.0,530.0,670000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-e-665039,SQS 109 Bloco E,159.0,10566.0,ASA SUL,BRASÍLIA,4,1,1,159.0,0,1003.0,2644.0,1680000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-107-bloco-e-778986,SQS 107 Bloco E,136.0,9411.0,ASA SUL,BRASÍLIA,3,1,0,136.0,0,1100.0,0.0,1280000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-205-809731,Quadra 205,34.0,8500.0,SUL,ÁGUAS CLARAS,1,1,1,34.0,0,396.0,127.0,289000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-105-797230,SQS 105,165.0,13939.0,ASA SUL,BRASÍLIA,4,1,1,165.0,0,1760.0,3108.0,2300000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-100-802704,QS 5 Rua 100,42.0,6785.0,AREAL,ÁGUAS CLARAS,2,0,1,0.0,8,460.0,0.0,285000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-307-801812,SQNW 307,49.0,15918.0,NOROESTE,BRASÍLIA,1,1,2,0.0,6,766.0,340.0,780000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-103-bloco-d-800968,SQS 103 Bloco D,52.86,13223.0,ASA SUL,BRASÍLIA,2,1,0,68.9,2,472.0,212.0,699000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-novo-cruzeiro-df-shces-quadra-1311-806567,SHCES Quadra 1311,53.0,10094.0,NOVO,CRUZEIRO,1,0,0,53.0,0,450.0,127.0,535000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-novo-cruzeiro-df-shces-quadra-109-784992,SHCES Quadra 109,55.0,8709.0,NOVO,CRUZEIRO,2,1,0,55.0,0,340.0,0.0,479000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-408-bloco-i-797235,SQS 408 Bloco I,57.0,8771.0,ASA SUL,BRASÍLIA,2,0,0,73.0,0,470.0,894.0,500000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-36-752411,Rua 36,29.0,7931.0,NORTE,ÁGUAS CLARAS,1,1,1,0.0,21,375.0,0.0,230000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-lago-norte-brasilia-df-ca-05-795833,CA 05,26.0,8269.0,LAGO NORTE,BRASÍLIA,1,0,0,26.0,0,350.0,1556.0,215000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-lago-norte-brasilia-df-ca-05-785225,CA 05,41.86,10272.0,LAGO NORTE,BRASÍLIA,1,1,1,0.0,0,0.0,0.0,430000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-alecrim-775592,Rua ALECRIM  - Residencial Villa Clara,93.0,6666.0,NORTE,ÁGUAS CLARAS,3,1,1,105.0,0,830.0,0.0,620000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-4-804644,Rua 4  - Residencial Michigan,47.0,9340.0,NORTE,ÁGUAS CLARAS,1,0,1,59.0,0,435.0,0.0,439000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-ceilandia-sul-ceilandia-df-qnm-33-area-especial-h-806220,QNM 33 Área Especial H,67.0,5895.0,CEILANDIA SUL,CEILÂNDIA,3,1,1,0.0,5,478.0,0.0,395000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-626486,SQNW 111,303.0,13600.0,NOROESTE,BRASÍLIA,4,4,4,521.0,6,2136.0,0.0,4120875.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-314-bloco-g-795895,SQN 314 Bloco G,79.0,12594.0,ASA NORTE,BRASÍLIA,2,0,1,79.0,0,1050.0,0.0,995000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-806579,CSA 3,53.0,3867.0,TAGUATINGA SUL,TAGUATINGA,2,0,0,78.0,0,380.0,0.0,205000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-587933,Avenida das Araucárias,38.0,8421.0,SUL,ÁGUAS CLARAS,1,1,1,38.0,0,0.0,0.0,320000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-105-452868,Quadra 105,104.59,9908.0,NORTE,ÁGUAS CLARAS,3,1,2,0.0,2,0.0,0.0,1036311.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-807371,SQN 310,171.0,14795.0,ASA NORTE,BRASÍLIA,4,3,2,171.0,0,1629.0,0.0,2530000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-807725,Avenida Parque Águas Claras  - Mansões do Parque,284.0,10559.0,NORTE,ÁGUAS CLARAS,4,4,4,0.0,14,0.0,0.0,2999000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-210-807370,SQN 210,128.0,11953.0,ASA NORTE,BRASÍLIA,3,1,1,128.0,0,0.0,407.0,1530000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-715358,Avenida Jequitibá  - Condomínio Residencial Edifício Ícaro,41.0,7682.0,SUL,ÁGUAS CLARAS,1,0,0,0.0,0,480.0,0.0,315000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-409-bloco-m-613311,SQN 409 Bloco M,97.75,9432.0,ASA NORTE,BRASÍLIA,4,0,0,145.37,1,608.0,0.0,922000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-9-800736,Rua 9  - Residencial Notre Dame,83.0,7590.0,NORTE,ÁGUAS CLARAS,2,0,1,0.0,0,0.0,0.0,630000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-210-790434,Quadra 210  - Residencial Yes,68.0,9852.0,SUL,ÁGUAS CLARAS,2,1,1,0.0,4,847.0,955.0,670000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-104-bloco-h-788503,SQN 104 Bloco H,113.0,11504.0,ASA NORTE,BRASÍLIA,3,1,1,0.0,0,0.0,0.0,1300000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-eqrsw-7-8-796820,EQRSW 7/8,67.86,10757.0,SUDOESTE,BRASÍLIA,2,0,1,0.0,0,809.0,1164.0,730000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-792033,Avenida Pau Brasil,57.0,8157.0,NORTE,ÁGUAS CLARAS,2,1,1,69.0,0,393.0,700.0,465000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-310-759006,SQNW 310,84.0,15416.0,NOROESTE,BRASÍLIA,2,1,2,84.0,2,750.0,1800.0,1295000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-792971,Avenida Flamboyant  - Edifício Flamboyant,142.0,6690.0,NORTE,ÁGUAS CLARAS,4,1,2,142.0,0,0.0,0.0,950000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-784035,Rua DAS PAINEIRAS,109.0,7293.0,NORTE,ÁGUAS CLARAS,3,1,2,109.0,0,900.0,1460.0,795000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-303-799643,SQN 303,75.0,14400.0,ASA NORTE,BRASÍLIA,2,1,1,0.0,1,1045.0,300.0,1080000.0,sale
2023-07-28 16:49:08,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-201-771954,Quadra 201,74.0,7162.0,SUL,ÁGUAS CLARAS,2,1,1,0.0,0,578.0,620.0,530000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-4-792891,Rua 4  - Residencial Michigan,45.04,9325.0,NORTE,ÁGUAS CLARAS,1,1,1,56.0,0,450.0,0.0,420000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-19-801568,Rua 19  - Edifício Lorys,67.15,9367.0,NORTE,ÁGUAS CLARAS,2,1,1,124.29,14,506.0,0.0,629000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-guara-i-guara-df-sqb-3-bloco-l-799682,SQB 3 Bloco L,101.0,11089.0,GUARA I,GUARÁ,4,1,2,0.0,2,0.0,0.0,1120000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-791113,SGCV,24.0,16250.0,PARK SUL,BRASÍLIA,1,1,1,24.0,0,761.0,126.0,390000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-775550,Avenida das Araucárias  - Blend Apartments Hplus Long Stay,32.34,10497.0,SUL,ÁGUAS CLARAS,1,1,1,32.34,0,460.0,0.0,339500.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-37-785135,Rua 37  - Residencial Vive La Vie,68.0,9632.0,NORTE,ÁGUAS CLARAS,2,1,1,68.0,11,680.0,0.0,655000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-28-771952,Rua 28,95.0,8842.0,NORTE,ÁGUAS CLARAS,3,1,2,0.0,0,864.0,1322.0,840000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-761640,Alameda dos Eucaliptos Quadra 107,157.0,6496.0,NORTE,ÁGUAS CLARAS,4,2,2,0.0,0,1150.0,1861.0,1020000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-sibipiruna-786573,Avenida Sibipiruna  - Smart Residence Service,44.0,10113.0,SUL,ÁGUAS CLARAS,1,0,1,0.0,15,0.0,0.0,445000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-q-792035,SQSW 300 Bloco Q,188.7,13778.0,SUDOESTE,BRASÍLIA,4,4,3,289.01,0,2800.0,3911.0,2600000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-01-lote-02-781680,CNB 01 Lote 02,60.0,4916.0,TAGUATINGA NORTE,TAGUATINGA,2,0,0,60.0,0,470.0,0.0,295000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-meireles-santa-maria-df-rua-600-lote-601-793630,Rua 600 Lote 601,75.0,3186.0,SETOR MEIRELES,SANTA MARIA,3,0,1,0.0,0,400.0,850.0,239000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-408-792915,SQS 408,93.0,10215.0,ASA SUL,BRASÍLIA,3,1,0,0.0,3,0.0,0.0,950000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-793951,Avenida Parque Águas Claras  - Mirante Duo,65.0,8923.0,NORTE,ÁGUAS CLARAS,2,1,1,0.0,4,430.0,1000.0,580000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-qd-301-rua-b-746466,QD 301 Rua B,60.0,6000.0,NORTE,ÁGUAS CLARAS,2,0,1,72.0,0,587.0,660.0,360000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-03-lote-12-791575,CSA 03 Lote 12,62.0,3693.0,TAGUATINGA SUL,TAGUATINGA,2,0,2,82.0,3,419.0,135.0,229000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-784552,Rua 21  - Edifício Villa Grandino,95.1,6940.0,NORTE,ÁGUAS CLARAS,3,1,1,95.1,9,710.0,0.0,660000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-4-bloco-a-6-759869,QRSW 4 Bloco A 6,91.0,10934.0,SUDOESTE,BRASÍLIA,2,1,2,91.0,0,1215.0,1890.0,995000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-samambaia-norte-samambaia-df-qr-208-conjunto-7-a-772145,QR 208 Conjunto 7 A,46.0,5630.0,SAMAMBAIA NORTE,SAMAMBAIA,2,0,1,46.0,0,461.0,360.0,259000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-772438,SQN 402,62.64,11973.0,ASA NORTE,BRASÍLIA,2,0,1,62.64,3,862.0,1472.0,750000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-208-794856,Quadra 208  - Residencial Canto do Sabiá,89.4,10044.0,SUL,ÁGUAS CLARAS,3,1,1,0.0,0,682.0,1184.0,898000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-quadra-301-rua-a-conjunto-2-796890,Quadra 301 Rua A Conjunto 2,35.0,5428.0,NORTE,ÁGUAS CLARAS,1,1,1,35.0,0,400.0,0.0,190000.0,sale
2023-07-28 16:49:09,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-103-782275,SQNW 103,208.0,15865.0,NOROESTE,BRASÍLIA,4,4,4,208.0,0,2024.0,0.0,3300000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-780390,Rua 21,74.0,7013.0,NORTE,ÁGUAS CLARAS,3,1,1,0.0,0,535.0,0.0,519000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-206-763582,Quadra 206  - Sagitarius Residencial Resort,283.0,9151.0,SUL,ÁGUAS CLARAS,4,4,3,400.0,1,2450.0,2849.0,2590000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-8-bloco-a-9-785361,QRSW 8 Bloco A 9,62.0,9032.0,SUDOESTE,BRASÍLIA,2,0,0,87.52,3,570.0,1046.0,560000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-d-771429,SQNW 110 Bloco D,125.0,13520.0,NOROESTE,BRASÍLIA,4,1,2,125.0,0,0.0,0.0,1690000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-25-755150,Rua 25,31.0,10000.0,SUL,ÁGUAS CLARAS,1,1,1,0.0,0,430.0,0.0,310000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-park-sul-brasilia-df-sgcv-791112,SGCV,55.0,14363.0,PARK SUL,BRASÍLIA,2,1,2,55.0,0,761.0,202.0,790000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-copaiba-789609,Rua COPAIBA  - Df Century Plaza,56.0,11071.0,NORTE,ÁGUAS CLARAS,2,1,1,0.0,0,720.0,0.0,620000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-210-bloco-g-788078,SQN 210 Bloco G,121.0,12520.0,ASA NORTE,BRASÍLIA,3,1,1,121.0,2,889.0,2252.0,1515000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-788343,Rua 36,52.0,8653.0,SUL,ÁGUAS CLARAS,2,1,1,52.0,0,674.0,143.0,450000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-304-747088,SQN 304,136.0,10073.0,ASA NORTE,BRASÍLIA,3,1,1,0.0,2,0.0,0.0,1370000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-guara-ii-guara-df-area-especial-02-modulo-a-730288,Área Especial 02 Módulo A,82.5,9090.0,GUARA II,GUARÁ,3,1,2,145.97,0,717.0,0.0,750000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-das-carnaubas-775596,Rua DAS CARNAUBAS  - Edifício Luna Park,32.0,8125.0,NORTE,ÁGUAS CLARAS,1,1,1,44.0,0,430.0,0.0,260000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-riacho-fundo-ii-riacho-fundo-df-qn-32-conjunto-10-759161,QN 32 Conjunto 10,50.0,3400.0,RIACHO FUNDO II,RIACHO FUNDO,2,0,1,0.0,0,0.0,0.0,170000.0,sale
2023-07-28 16:49:10,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-209-740175,Quadra 209  - Residencial Mirante do Bosque,93.0,9408.0,SUL,ÁGUAS CLARAS,3,2,2,117.0,0,750.0,0.0,875000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-7-745900,CSB 7,106.0,6216.0,TAGUATINGA SUL,TAGUATINGA,3,0,1,106.0,0,638.0,0.0,659000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-413-681788,SQS 413,89.0,9550.0,ASA SUL,BRASÍLIA,3,1,0,0.0,1,450.0,0.0,850000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-bloco-i-788660,SQN 316 Bloco I,100.0,10800.0,ASA NORTE,BRASÍLIA,3,1,1,0.0,1,900.0,0.0,1080000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-704-780114,SHCGN 704,165.0,9090.0,ASA NORTE,BRASÍLIA,2,1,1,165.0,0,1200.0,0.0,1500000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-746969,Rua 21  - Edifício Villa Grandino,95.0,6736.0,NORTE,ÁGUAS CLARAS,3,1,1,107.0,0,710.0,1500.0,640000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-310-761656,SQNW 310,84.0,15416.0,NOROESTE,BRASÍLIA,2,1,2,0.0,0,800.0,2072.0,1295000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-307-779480,SQNW 307,35.0,14428.0,NOROESTE,BRASÍLIA,1,0,1,0.0,1,480.0,244.0,505000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-36-768825,Rua 36  - Privilege Residence,30.4,8881.0,NORTE,ÁGUAS CLARAS,1,1,1,68.0,0,0.0,0.0,270000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-737008,Avenida Flamboyant,143.0,6643.0,NORTE,ÁGUAS CLARAS,4,1,2,143.0,0,991.0,317.0,950000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-201-783229,Quadra 201,142.0,9401.0,SUL,ÁGUAS CLARAS,3,2,3,0.0,0,0.0,0.0,1335000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-octogonal-brasilia-df-aos-06-779554,AOS 06,104.93,14295.0,OCTOGONAL,BRASÍLIA,3,1,1,173.24,3,1200.0,2240.0,1500000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-719049,Rua 21  - Edifício Villa Grandino,95.0,6736.0,NORTE,ÁGUAS CLARAS,3,1,1,95.0,0,710.0,0.0,640000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-307-bloco-a-773677,SQNW 307 Bloco A,84.25,14836.0,NOROESTE,BRASÍLIA,2,2,2,0.0,1,0.0,0.0,1250000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-21-726399,Rua 21,136.0,8088.0,SUL,ÁGUAS CLARAS,4,1,2,136.0,0,1000.0,191.0,1100000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-102-783363,Quadra 102  - Residencial Matisse Antares,182.0,9065.0,NORTE,ÁGUAS CLARAS,4,4,2,206.0,0,1300.0,2160.0,1650000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-780014,SGCV Lote 27,74.0,16216.0,PARK SUL,BRASÍLIA,2,2,2,74.0,0,1000.0,0.0,1200000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-304-764958,SQN 304,131.0,10458.0,ASA NORTE,BRASÍLIA,3,1,1,0.0,0,850.0,2492.0,1370000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-16-781863,Rua 16  - Residencial Márcia Corrêa Muniz,94.0,7553.0,NORTE,ÁGUAS CLARAS,3,1,1,0.0,12,900.0,0.0,710000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-114-774792,SQS 114,246.0,13211.0,ASA SUL,BRASÍLIA,4,3,1,246.0,0,2200.0,891.0,3250000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-pau-brasil-768745,Avenida Pau Brasil,67.0,8805.0,SUL,ÁGUAS CLARAS,2,1,1,67.0,0,434.0,937.0,590000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-guara-i-guara-df-qi-20-bloco-g-757727,QI 20 Bloco G,48.0,7708.0,GUARA I,GUARÁ,2,0,1,48.0,2,340.0,668.0,370000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-103-bloco-j-784272,SQS 103 Bloco J,95.0,11052.0,ASA SUL,BRASÍLIA,2,0,1,95.0,0,1009.0,177.0,1050000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-754054,SQNW 109,172.0,14517.0,NOROESTE,BRASÍLIA,2,1,2,0.0,0,0.0,0.0,2497000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-k-713222,SQNW 110 Bloco K,185.0,14427.0,NOROESTE,BRASÍLIA,5,4,3,0.0,0,2109.0,4682.0,2669000.0,sale
2023-07-28 16:49:11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-samambaia-norte-samambaia-df-qi-416-763901,QI 416,52.0,5384.0,SAMAMBAIA NORTE,SAMAMBAIA,2,1,1,52.0,0,460.0,71.0,280000.0,sale
