dt_scraping,link,title,price,useful_area,m2_value,neighborhood,city,rooms,parking,condo_value,iptu,total_area,land_area,floor,floor_properties,suites,exchange,financing
2023-07-21 21:31:41,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-bloco-c-780036,SQN 107 Bloco C,4200.0,72.0,58.0,ASA NORTE,BRASÍLIA,3,1,556.0,260.0,72.0,0.0,0,,0,,
2023-07-21 21:31:41,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-riacho-fundo-riacho-fundo-df-qof-qn-7-conjunto-4-723260,QOF QN 7 Conjunto 4,850.0,47.0,18.0,RIACHO FUNDO,RIACHO FUNDO,2,0,0.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-macauba-77016,Rua MACAUBA,900.0,35.0,25.0,SUL,ÁGUAS CLARAS,1,1,330.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-taguatinga-norte-taguatinga-df-qne-6-611404,QNE 6,1100.0,50.0,22.0,TAGUATINGA NORTE,TAGUATINGA,2,0,50.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-707-bloco-f-800874,SCLRN 707 Bloco F,1800.0,36.0,50.0,ASA NORTE,BRASÍLIA,1,0,0.0,0.0,0.0,0.0,1,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-104-bloco-b-756381,SQNW 104 Bloco B,7000.0,116.0,60.0,NOROESTE,BRASÍLIA,3,2,1278.0,3457.0,120.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-36-720088,Rua 36,1670.0,28.0,59.0,SUL,ÁGUAS CLARAS,1,1,544.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-b-520012,CCSW 1 Lote 4 Bloco B,4200.0,26.0,161.0,SUDOESTE,BRASÍLIA,1,1,410.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-109-806231,SQS 109,6500.0,180.0,36.0,ASA SUL,BRASÍLIA,3,2,1200.0,0.0,180.0,0.0,0,2,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-bloco-h-172266,SQSW 301 Bloco H,8500.0,110.0,77.0,SUDOESTE,BRASÍLIA,4,2,0.0,0.0,160.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-avenida-das-araucarias-211506,Avenida das Araucárias,2000.0,90.0,22.0,SUL,ÁGUAS CLARAS,2,1,600.0,992.0,90.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-norte-aguas-claras-df-rua-das-paineiras-84575,Rua DAS PAINEIRAS,1250.0,30.0,41.0,NORTE,ÁGUAS CLARAS,1,0,350.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-d-233464,SQN 311 Bloco D,3700.0,74.0,50.0,ASA NORTE,BRASÍLIA,2,1,679.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-nucleo-bandeirante-nucleo-bandeirante-df-terceira-avenida-blocos-1420a-1550b-743452,Terceira Avenida Blocos 1420A/1550B,750.0,50.0,15.0,NUCLEO BANDEIRANTE,NÚCLEO BANDEIRANTE,1,0,175.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qrsw-3-282705,QRSW 3,2200.0,62.0,35.0,SUDOESTE,BRASÍLIA,1,0,514.0,0.0,88.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-samambaia-sul-samambaia-df-qr-104-conjunto-7-a-733678,QR 104 Conjunto 7 A,1200.0,64.0,18.0,SAMAMBAIA SUL,SAMAMBAIA,2,1,454.0,0.0,56.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-area-especial-3-8-233922,Área Especial 3/8,2900.0,42.0,69.0,OCTOGONAL,BRASÍLIA,1,1,775.0,70.0,85.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-787298,QMSW 5,1100.0,57.0,19.0,SUDOESTE,BRASÍLIA,1,1,280.0,797.0,57.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-norte-samambaia-df-qs-604-conjunto-b-348726,QS 604 Conjunto B,800.0,52.33,15.0,SAMAMBAIA NORTE,SAMAMBAIA,1,0,0.0,203.0,52.33,0.0,1,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-norte-aguas-claras-df-quadra-105-20362,Quadra 105,1098.0,35.0,31.0,NORTE,ÁGUAS CLARAS,1,0,441.0,0.0,35.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-rua-21-805950,Rua 21,3200.0,119.0,26.0,NORTE,ÁGUAS CLARAS,3,1,1080.0,133.0,119.0,0.0,0,,1,,Sim
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-varjao-varjao-df-quadra-2-conjunto-a-787598,Quadra 2 Conjunto A,2500.0,90.0,27.0,VARJAO,VARJÃO,3,0,0.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-areal-aguas-claras-df-qs-5-rua-600-804334,QS 5 Rua 600,650.0,35.0,18.0,AREAL,ÁGUAS CLARAS,1,0,80.0,647.0,35.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-vicente-pires-vicente-pires-df-rua-4-769100,Rua 4,1000.0,50.0,20.0,VICENTE PIRES,VICENTE PIRES,1,0,328.0,398.0,0.0,0.0,6,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-116-bloco-e-516460,CLN 116 Bloco E,800.0,30.0,26.0,ASA NORTE,BRASÍLIA,1,0,150.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-taguatinga-sul-taguatinga-df-csf-4-795985,CSF 4,1900.0,102.0,18.0,TAGUATINGA SUL,TAGUATINGA,3,1,0.0,0.0,102.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-sul-ceilandia-df-qnn-2-conjunto-a-743544,QNN 2 Conjunto A,700.0,50.0,14.0,CEILANDIA SUL,CEILÂNDIA,1,0,30.0,0.0,55.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-707-bloco-i-792509,SHCGN 707 Bloco I,3100.0,55.0,56.0,ASA NORTE,BRASÍLIA,2,0,520.0,0.0,55.0,0.0,0,,0,,Sim
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-10-114717,CA 10,2300.0,50.0,46.0,LAGO NORTE,BRASÍLIA,2,1,650.0,142.0,50.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-norte-aguas-claras-df-alameda-das-acacias-quadra-107-778658,Alameda das Acácias Quadra 107  - Riviera Dei Fiori Park Life,7500.0,168.0,44.0,NORTE,ÁGUAS CLARAS,4,3,1525.0,362.0,0.0,0.0,0,,4,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-706289,SCEN Trecho 1  - Ilhas do Lago,7000.0,72.0,97.0,ASA NORTE,BRASÍLIA,2,2,2000.0,2100.0,0.0,0.0,4,2,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-sgas-905-704364,SGAS 905,1800.0,28.0,64.0,ASA SUL,BRASÍLIA,1,0,215.0,1200.0,28.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-smas-trecho-793859,SMAS Trecho,1000.0,27.0,37.0,PARK SUL,BRASÍLIA,1,1,254.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-guara-ii-guara-df-area-especial-02-modulo-c-806239,Área Especial 02 Módulo C,2300.0,56.0,41.0,GUARA II,GUARÁ,2,1,590.0,0.0,0.0,0.0,1,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-vicente-pires-vicente-pires-df-rua-3-chacara-81-785236,Rua 3 Chacará 81,1550.0,75.0,20.0,VICENTE PIRES,VICENTE PIRES,3,0,100.0,0.0,0.0,0.0,1,4,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-3-bloco-d-794774,QMSW 5 Lote 3 Bloco D,1200.0,25.0,48.0,SUDOESTE,BRASÍLIA,1,1,280.0,129.0,25.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-riacho-fundo-riacho-fundo-df-qs-2-682861,QS 2,1300.0,39.0,33.0,RIACHO FUNDO,RIACHO FUNDO,2,0,100.0,145.0,39.0,868.0,0,4,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-guara-i-guara-df-qi-14-bloco-t-622056,QI 14 Bloco T,1650.0,65.0,25.0,GUARA I,GUARÁ,3,1,508.0,780.0,65.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-i-guara-df-qe-5-conjunto-f-804982,QE 5 Conjunto F,2400.0,33.0,72.0,GUARA I,GUARÁ,1,1,450.0,3017.0,78.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-769568,SCES Trecho 4,4300.0,41.0,104.0,ASA SUL,BRASÍLIA,1,1,1142.0,2608.0,41.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-samambaia-sul-samambaia-df-qn-502-conjunto-9-791058,QN 502 Conjunto 9,1400.0,64.0,21.0,SAMAMBAIA SUL,SAMAMBAIA,3,1,603.0,73.0,64.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-27-787622,SGCV Lote 27,6000.0,80.0,75.0,PARK SUL,BRASÍLIA,2,1,1109.0,0.0,0.0,0.0,0,,2,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-nucleo-bandeirante-nucleo-bandeirante-df-segunda-avenida-blocos-525a-635b-776026,SEGUNDA AVENIDA Blocos 525A/635B,700.0,3.33,210.0,NUCLEO BANDEIRANTE,NÚCLEO BANDEIRANTE,1,0,0.0,0.0,0.0,0.0,2,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-305-bloco-b-101963,CLN 305 Bloco B,750.0,25.0,30.0,ASA NORTE,BRASÍLIA,1,0,0.0,1550.0,0.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-conjunto-m-453388,QE 40 Conjunto M,760.0,38.0,20.0,GUARA II,GUARÁ,1,0,100.0,0.0,38.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-norte-aguas-claras-df-quadra-105-756072,Quadra 105,2500.0,70.0,35.0,NORTE,ÁGUAS CLARAS,2,2,683.0,0.0,70.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qnc-5-744122,QNC 5,750.0,45.0,16.0,TAGUATINGA NORTE,TAGUATINGA,1,0,0.0,0.0,45.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-ceilandia-norte-ceilandia-df-qnm-18-721658,QNM 18,900.0,50.0,18.0,CEILANDIA NORTE,CEILÂNDIA,2,0,0.0,0.0,50.0,0.0,0,,0,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-l-785807,SQN 311 Bloco L,7000.0,223.18,31.0,ASA NORTE,BRASÍLIA,2,2,2263.0,673.0,0.0,0.0,0,,1,,
2023-07-21 21:31:42,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-sgcv-lote-11-733839,SGCV Lote 11,1800.0,35.0,51.0,PARK SUL,BRASÍLIA,2,1,469.0,61.0,35.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-guara-ii-guara-df-qi-25-lote-2-791012,QI 25 Lote 2,2250.0,54.0,41.0,GUARA II,GUARÁ,2,1,651.0,858.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-quadra-101-797229,Quadra 101,3000.0,65.0,46.0,NORTE,ÁGUAS CLARAS,3,1,592.0,71.0,65.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-guara-ii-guara-df-qi-25-754390,QI 25,1200.0,38.0,31.0,GUARA II,GUARÁ,1,0,265.0,0.0,0.0,0.0,2,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-vicente-pires-vicente-pires-df-rua-10-chacara-323-1-774665,Rua 10 Chacará 323/1,1300.0,60.0,21.0,VICENTE PIRES,VICENTE PIRES,2,0,166.0,100.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300a-bloco-3-333515,CLSW 300A Bloco 3,2900.0,55.0,52.0,SUDOESTE,BRASÍLIA,1,1,518.0,1511.0,55.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-10-332475,CA 10,2000.0,76.0,26.0,LAGO NORTE,BRASÍLIA,1,1,0.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-726195,SGCV,2750.0,61.0,45.0,PARK SUL,BRASÍLIA,1,2,600.0,0.0,61.0,0.0,10,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-712-912-704263,SEPS 712/912,1500.0,25.0,60.0,ASA SUL,BRASÍLIA,1,1,306.0,663.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-320-conjunto-4-800413,QN 320 Conjunto 4,1200.0,60.0,20.0,SAMAMBAIA SUL,SAMAMBAIA,1,1,469.0,360.0,0.0,0.0,7,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-i-guara-df-qi-9-bloco-a-83254,QI 9 Bloco A,700.0,35.0,20.0,GUARA I,GUARÁ,1,0,150.0,90.0,35.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sgas-910-677128,SGAS 910,1800.0,30.0,60.0,ASA SUL,BRASÍLIA,1,0,284.0,142.0,0.0,0.0,1,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-quadras-economicas-lucio-costa-guara-df-eptg-eq-3-4-786458,EPTG EQ 3/4,820.0,30.0,27.0,QUADRAS ECONOMICAS LUCIO COSTA,GUARÁ,1,0,250.0,207.0,30.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-das-aroeiras-490592,Rua DAS AROEIRAS,1100.0,35.0,31.0,NORTE,ÁGUAS CLARAS,1,0,687.0,0.0,35.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-samambaia-norte-samambaia-df-qr-404-800269,QR 404,1430.0,55.0,26.0,SAMAMBAIA NORTE,SAMAMBAIA,2,1,395.0,0.0,0.0,0.0,3,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qs-111-conjunto-i-798564,QS 111 Conjunto I,380.0,40.0,9.0,SAMAMBAIA SUL,SAMAMBAIA,1,0,0.0,0.0,40.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-i-82975,SQSW 102 Bloco I,7000.0,183.0,38.0,SUDOESTE,BRASÍLIA,4,2,2190.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-282704,SQN 104,4500.0,125.0,36.0,ASA NORTE,BRASÍLIA,3,0,998.0,0.0,1008.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-norte-aguas-claras-df-rua-3-678113,Rua 3,2350.0,84.0,27.0,NORTE,ÁGUAS CLARAS,2,1,0.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-214-bloco-a-513808,CLN 214 Bloco A,1300.0,43.0,30.0,ASA NORTE,BRASÍLIA,1,0,380.0,362.0,55.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-rua-21-24266,Rua 21,2498.0,70.0,35.0,NORTE,ÁGUAS CLARAS,3,0,524.0,172.0,70.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-crs-510-bloco-b-239458,CRS 510 Bloco B,1300.0,69.0,18.0,ASA SUL,BRASÍLIA,2,0,250.0,193.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-19-804592,Rua 19  - átrio residencial,2300.0,55.0,41.0,SUL,ÁGUAS CLARAS,1,1,520.0,65.0,55.0,55.0,15,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-quadra-105-194086,Quadra 105,2300.0,80.0,28.0,NORTE,ÁGUAS CLARAS,3,1,738.0,96.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-norte-aguas-claras-df-avenida-flamboyant-726561,Avenida Flamboyant  - Residencial Bem-Te-Vi,2500.0,90.0,27.0,NORTE,ÁGUAS CLARAS,3,1,853.0,207.0,0.0,0.0,0,,1,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-306-800511,CLN 306,1000.0,38.0,26.0,ASA NORTE,BRASÍLIA,1,0,324.0,0.0,51.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-riacho-fundo-riacho-fundo-df-qn-7-conjunto-6-715732,QN 7 Conjunto 6,1200.0,55.0,21.0,RIACHO FUNDO,RIACHO FUNDO,2,0,100.0,224.0,0.0,0.0,3,2,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-2-quartos-aluguel-taguatinga-norte-taguatinga-df-qng-34-736396,QNG 34,650.0,30.0,21.0,TAGUATINGA NORTE,TAGUATINGA,2,0,0.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-setor-placa-da-mercedes-nucleo-bandeirante-df-splm-conjunto-9-743465,SPLM Conjunto 9,600.0,60.0,10.0,SETOR PLACA DA MERCEDES,NÚCLEO BANDEIRANTE,2,0,50.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jacaranda-718783,Avenida Jacarandá,1300.0,32.29,40.0,SUL,ÁGUAS CLARAS,1,1,413.0,117.0,0.0,0.0,7,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-408-bloco-a-100275,CLN 408 Bloco A,1200.0,45.0,26.0,ASA NORTE,BRASÍLIA,1,0,316.0,69.0,0.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-sul-taguatinga-df-qse-2-632521,QSE 2,890.0,28.0,31.0,TAGUATINGA SUL,TAGUATINGA,1,0,120.0,0.0,28.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-25-103912,Rua 25,1600.0,35.0,45.0,SUL,ÁGUAS CLARAS,1,1,362.0,522.0,35.0,0.0,0,,0,,
2023-07-21 21:31:43,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-guara-i-guara-df-qe-4-conjunto-e-785765,QE 4 Conjunto E,1000.0,40.0,25.0,GUARA I,GUARÁ,1,0,70.0,302.0,0.0,0.0,1,5,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-guara-ii-guara-df-qe-28-bloco-a-791794,QE 28 Bloco A,600.0,15.0,40.0,GUARA II,GUARÁ,1,0,0.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-b-799292,SQS 109 Bloco B,3900.0,160.0,24.0,ASA SUL,BRASÍLIA,3,2,1285.0,2635.0,0.0,0.0,0,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-320-conjunto-8-410875,QN 320 Conjunto 8,1000.0,30.0,33.0,SAMAMBAIA SUL,SAMAMBAIA,1,1,347.0,246.0,0.0,0.0,0,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-410-bloco-c-680751,CLN 410 Bloco C,800.0,26.0,30.0,ASA NORTE,BRASÍLIA,1,0,268.0,239.0,0.0,0.0,2,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-410-bloco-c-738670,CLN 410 Bloco C,1000.0,29.0,34.0,ASA NORTE,BRASÍLIA,1,0,232.0,243.0,29.0,0.0,0,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-712-713-347692,SCRN 712/713,1000.0,35.0,28.0,ASA NORTE,BRASÍLIA,1,0,120.0,0.0,40.0,0.0,0,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-cln-7-bloco-e-769156,CLN 7 Bloco E,700.0,35.0,20.0,RIACHO FUNDO,RIACHO FUNDO,1,0,170.0,400.0,0.0,0.0,1,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-736014,SEPS 713/913,1300.0,27.0,48.0,ASA SUL,BRASÍLIA,1,1,325.0,718.0,0.0,0.0,0,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-7-bloco-c-759157,QMSW 5 Lote 7 Bloco C,1500.0,40.0,37.0,SUDOESTE,BRASÍLIA,1,1,0.0,0.0,0.0,0.0,0,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sul-aguas-claras-df-quadra-202-595326,Quadra 202  - Residencial Johann Strauss,1400.0,63.0,22.0,SUL,ÁGUAS CLARAS,2,1,749.0,159.0,0.0,0.0,0,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-307-799164,SQNW 307,5300.0,91.0,58.0,NOROESTE,BRASÍLIA,2,2,958.0,2821.0,0.0,0.0,0,,1,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-sgcv-797120,SGCV,5900.0,77.0,76.0,PARK SUL,BRASÍLIA,3,2,0.0,0.0,0.0,0.0,0,,0,,
2023-07-21 21:31:44,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-k-153264,SQNW 109 Bloco K,9000.0,160.0,56.0,NOROESTE,BRASÍLIA,4,3,1828.0,0.0,0.0,0.0,0,,4,,
